Locality,BHK,Area_sqft,Furnishing,Floor_Number,Total_Building_Floors,Age_Years,Balconies,Bathrooms,Parking,Lift,Availability,Tenant_Type,Security_Deposit,Rent_INR
Pimple Saudagar,1 BHK,350,Unfurnished,2,4,5,0,1,2,Yes,Immediate,Family,17826,8913
Pimple Saudagar,3 BHK,1376,Semi-Furnished,0,4,6,1,2,1,Yes,After 2 Months,Family,68825,68825
Pisoli,3 BHK,1287,Unfurnished,5,10,23,1,2,1,Yes,Immediate,Bachelor,80502,40251
Pisoli,2 BHK,928,Fully Furnished,6,6,9,0,1,1,Yes,After 1 Month,Both,59968,29984
Pisoli,1 BHK,440,Semi-Furnished,0,3,16,0,1,1,No,Immediate,Family,33982,16991
Pisoli,2 BHK,656,Semi-Furnished,9,12,7,0,2,2,No,After 2 Months,Bachelor,120435,40145
Pisoli,1 BHK,488,Semi-Furnished,2,4,21,0,1,1,Yes,Immediate,Family,41822,20911
Pisoli,1 BHK,441,Semi-Furnished,4,5,29,0,1,2,No,Immediate,Family,36844,18422
Pisoli,2 BHK,791,Semi-Furnished,5,6,13,1,1,1,Yes,Not Sure,Family,82230,27410
Pisoli,1 BHK,353,Fully Furnished,1,4,22,0,1,0,Yes,Immediate,Family,36422,18211
Pisoli,1 BHK,398,Semi-Furnished,0,6,10,1,1,1,Yes,Immediate,Bachelor,22572,11286
Pisoli,2 BHK,1027,Unfurnished,3,4,10,1,2,1,Yes,Immediate,Both,94815,31605
Pisoli,2 BHK,757,Unfurnished,3,15,3,1,2,0,Yes,Immediate,Bachelor,60638,30319
Pisoli,2 BHK,773,Semi-Furnished,3,4,7,0,2,1,Yes,Immediate,Bachelor,61370,30685
Pisoli,1 BHK,368,Fully Furnished,3,4,10,0,1,0,No,After 1 Month,Family,21230,10615
Pisoli,1 BHK,542,Semi-Furnished,5,8,1,1,1,0,Yes,Not Sure,Bachelor,55191,18397
Pisoli,2 BHK,685,Semi-Furnished,1,3,4,1,2,0,No,After 1 Month,Family,34648,34648
Pisoli,2 BHK,1025,Semi-Furnished,6,10,9,1,2,2,Yes,After 1 Month,Family,125776,62888
Pisoli,2 BHK,862,Unfurnished,6,6,10,1,2,1,Yes,After 2 Months,Both,59002,29501
Pisoli,1 BHK,390,Semi-Furnished,0,4,16,0,1,0,No,Immediate,Both,22264,11132
Pisoli,1 BHK,316,Semi-Furnished,3,6,4,0,1,2,Yes,Immediate,Family,41439,13813
Pisoli,2 BHK,738,Semi-Furnished,12,15,9,1,1,0,Yes,Immediate,Family,49322,24661
Pisoli,2 BHK,800,Semi-Furnished,3,5,21,1,1,0,Yes,Immediate,Bachelor,101439,33813
Pisoli,2 BHK,811,Semi-Furnished,4,10,0,1,2,1,No,Immediate,Family,45302,22651
Pisoli,3 BHK,942,Semi-Furnished,1,15,17,1,2,1,Yes,Immediate,Family,175329,58443
Pisoli,1 BHK,566,Fully Furnished,3,3,13,0,1,1,No,After 1 Month,Family,67869,22623
Pisoli,1 BHK,492,Semi-Furnished,2,6,13,0,1,1,Yes,Immediate,Family,48360,24180
Pisoli,2 BHK,567,Unfurnished,7,8,22,2,2,2,Yes,Immediate,Family,18853,18853
Pisoli,3 BHK,841,Unfurnished,6,12,15,3,2,2,No,Immediate,Family,89600,44800
Pisoli,2 BHK,638,Semi-Furnished,4,8,10,1,2,2,Yes,Not Sure,Family,70440,23480
Pisoli,3 BHK,1090,Semi-Furnished,0,6,9,2,2,1,Yes,Immediate,Family,48318,48318
Pisoli,2 BHK,758,Fully Furnished,2,4,16,0,2,2,Yes,Not Sure,Family,35541,35541
Pisoli,2 BHK,821,Semi-Furnished,8,10,2,1,1,1,Yes,Not Sure,Bachelor,41601,41601
Pisoli,1 BHK,367,Unfurnished,4,10,0,0,1,1,Yes,Immediate,Bachelor,33410,16705
Pisoli,2 BHK,969,Semi-Furnished,6,15,3,1,2,1,Yes,Immediate,Bachelor,39802,39802
Pisoli,1 BHK,391,Semi-Furnished,8,12,12,0,1,1,Yes,Immediate,Family,35184,17592
Pisoli,1 BHK,309,Unfurnished,2,5,10,0,1,0,Yes,Immediate,Family,25012,12506
Pisoli,3 BHK,1205,Fully Furnished,8,8,3,2,2,1,Yes,Immediate,Family,166258,83129
Pisoli,1 BHK,400,Semi-Furnished,7,12,29,0,1,2,Yes,Immediate,Bachelor,52581,17527
Pisoli,2 BHK,880,Semi-Furnished,2,12,0,0,2,1,Yes,After 1 Month,Family,76065,25355
Pisoli,2 BHK,749,Semi-Furnished,6,6,5,1,2,1,Yes,Immediate,Both,86760,43380
Pisoli,3 BHK,1534,Semi-Furnished,3,5,12,1,2,1,Yes,Not Sure,Family,207414,69138
Pisoli,2 BHK,860,Semi-Furnished,2,5,23,1,2,1,Yes,Immediate,Family,47139,47139
Pisoli,2 BHK,754,Unfurnished,10,12,8,1,1,1,Yes,After 1 Month,Family,102582,34194
Pisoli,1 BHK,422,Semi-Furnished,2,15,14,0,1,1,Yes,Immediate,Bachelor,12662,12662
Pisoli,2 BHK,903,Semi-Furnished,3,4,11,1,2,1,Yes,After 1 Month,Both,58588,29294
Pisoli,2 BHK,731,Semi-Furnished,12,15,1,2,2,1,Yes,Immediate,Family,48618,24309
Pisoli,1 BHK,405,Semi-Furnished,3,8,16,0,1,1,Yes,Immediate,Family,24562,12281
Pisoli,1 BHK,431,Semi-Furnished,1,6,10,0,1,1,Yes,Immediate,Both,36568,18284
Pisoli,1 BHK,474,Semi-Furnished,3,4,4,1,1,1,Yes,Immediate,Family,30754,15377
Pisoli,3 BHK,1363,Semi-Furnished,0,6,4,2,3,1,Yes,Immediate,Bachelor,155958,77979
Pisoli,1 BHK,376,Semi-Furnished,8,10,0,0,1,1,Yes,Immediate,Family,38558,19279
Pisoli,2 BHK,981,Fully Furnished,9,15,8,1,1,1,Yes,Immediate,Bachelor,35593,35593
Pisoli,2 BHK,634,Unfurnished,10,10,7,1,2,1,Yes,After 1 Month,Family,19823,19823
Pisoli,1 BHK,358,Unfurnished,6,6,14,0,1,0,Yes,After 1 Month,Family,12366,12366
Pisoli,2 BHK,938,Fully Furnished,5,6,7,1,2,1,Yes,Immediate,Bachelor,94784,47392
Pisoli,2 BHK,737,Semi-Furnished,2,4,3,1,2,2,Yes,Immediate,Bachelor,83163,27721
Pisoli,1 BHK,490,Unfurnished,0,5,5,1,1,2,Yes,Not Sure,Bachelor,16495,16495
Pisoli,1 BHK,392,Semi-Furnished,3,4,6,0,1,1,Yes,Immediate,Family,13437,13437
Pisoli,1 BHK,454,Semi-Furnished,7,8,4,0,1,0,Yes,Not Sure,Bachelor,28646,14323
Pisoli,1 BHK,395,Semi-Furnished,1,3,0,1,1,1,No,Immediate,Family,15493,15493
Pisoli,1 BHK,323,Semi-Furnished,3,4,6,0,1,2,Yes,Immediate,Family,16128,16128
Pisoli,1 BHK,416,Semi-Furnished,4,5,1,0,1,2,Yes,After 1 Month,Bachelor,28966,14483
Pisoli,2 BHK,766,Fully Furnished,1,15,9,1,2,1,Yes,After 1 Month,Family,71162,35581
Pisoli,2 BHK,1053,Fully Furnished,7,12,11,1,2,1,Yes,Immediate,Bachelor,58894,58894
Pisoli,1 BHK,514,Semi-Furnished,10,12,9,0,1,1,Yes,Not Sure,Family,45004,22502
Pisoli,2 BHK,831,Semi-Furnished,6,12,3,1,2,0,Yes,Not Sure,Both,40829,40829
Pisoli,1 BHK,494,Semi-Furnished,6,15,3,1,1,0,Yes,Not Sure,Family,18232,18232
Pisoli,2 BHK,704,Unfurnished,6,12,16,0,2,0,Yes,Immediate,Family,72536,36268
Pisoli,2 BHK,982,Unfurnished,3,6,7,1,2,0,No,Not Sure,Family,74852,37426
Pisoli,1 BHK,334,Semi-Furnished,5,6,15,0,1,1,Yes,Immediate,Family,28262,14131
Pisoli,2 BHK,621,Unfurnished,10,10,7,1,2,1,Yes,Not Sure,Bachelor,70982,35491
Pisoli,2 BHK,970,Unfurnished,0,10,11,1,2,1,Yes,Immediate,Family,165501,55167
Pisoli,1 BHK,380,Unfurnished,2,3,4,0,1,1,No,Immediate,Family,31418,15709
Pisoli,2 BHK,798,Unfurnished,0,6,3,2,2,1,Yes,Not Sure,Both,73518,36759
Pisoli,1 BHK,441,Unfurnished,3,3,7,0,1,1,No,Immediate,Family,31515,10505
Pisoli,1 BHK,472,Unfurnished,2,5,15,0,1,1,Yes,Immediate,Family,42738,21369
Pisoli,2 BHK,789,Semi-Furnished,2,6,7,1,2,0,Yes,Immediate,Bachelor,111702,37234
Pisoli,1 BHK,423,Semi-Furnished,4,4,3,0,1,2,Yes,After 1 Month,Bachelor,40670,20335
Pisoli,1 BHK,473,Semi-Furnished,2,8,10,0,1,0,Yes,After 1 Month,Family,22826,11413
Pisoli,3 BHK,1133,Semi-Furnished,8,10,17,1,3,2,Yes,Immediate,Both,96192,48096
Pisoli,2 BHK,647,Unfurnished,1,10,23,1,2,1,Yes,Immediate,Family,50462,25231
Pisoli,1 BHK,574,Unfurnished,2,12,3,0,1,1,Yes,Immediate,Bachelor,24972,24972
Pisoli,3 BHK,1145,Unfurnished,7,12,6,1,2,1,Yes,Immediate,Family,117300,58650
Pisoli,3 BHK,1044,Semi-Furnished,1,8,3,1,2,1,Yes,Immediate,Family,156342,78171
Pisoli,1 BHK,581,Semi-Furnished,5,5,15,0,1,1,No,Immediate,Family,26314,13157
Pisoli,1 BHK,353,Semi-Furnished,0,3,23,1,1,1,No,Immediate,Bachelor,38562,12854
Pisoli,3 BHK,1366,Unfurnished,5,12,8,2,3,1,Yes,Immediate,Bachelor,251178,83726
Pisoli,1 BHK,460,Semi-Furnished,14,15,12,0,1,1,No,Immediate,Family,43146,14382
Pisoli,2 BHK,739,Semi-Furnished,3,8,4,1,2,1,No,Not Sure,Family,24534,24534
Pisoli,1 BHK,361,Unfurnished,7,8,15,0,1,1,Yes,Immediate,Family,17694,8847
Pisoli,2 BHK,844,Unfurnished,5,12,7,0,2,1,Yes,Immediate,Family,49234,24617
Pisoli,1 BHK,508,Semi-Furnished,2,3,11,0,1,1,No,After 1 Month,Family,31344,15672
Pisoli,1 BHK,417,Unfurnished,0,3,12,0,1,1,No,Immediate,Both,32818,16409
Pisoli,1 BHK,403,Semi-Furnished,5,12,11,1,1,2,Yes,Immediate,Family,32154,16077
Pisoli,2 BHK,785,Semi-Furnished,3,3,9,0,2,2,No,Immediate,Family,69110,34555
Pisoli,2 BHK,707,Semi-Furnished,6,10,14,2,2,2,Yes,Immediate,Family,66686,33343
Pisoli,2 BHK,864,Semi-Furnished,3,12,6,1,2,1,Yes,Immediate,Family,100894,50447
Pisoli,1 BHK,509,Fully Furnished,4,4,16,1,1,1,Yes,Immediate,Family,44472,22236
Pisoli,2 BHK,894,Semi-Furnished,12,15,4,1,2,1,Yes,Immediate,Family,106422,35474
Pisoli,3 BHK,905,Semi-Furnished,4,6,15,1,3,0,Yes,Immediate,Bachelor,109780,54890
Pisoli,2 BHK,893,Semi-Furnished,3,12,3,0,2,1,No,Immediate,Bachelor,41319,41319
Poolgate,1 BHK,429,Unfurnished,14,15,20,0,1,1,Yes,Immediate,Family,32686,16343
Poolgate,1 BHK,493,Semi-Furnished,1,15,4,0,1,1,No,Immediate,Bachelor,44426,22213
Poolgate,2 BHK,515,Unfurnished,3,4,2,2,2,1,Yes,Not Sure,Family,54918,27459
Poolgate,2 BHK,810,Fully Furnished,2,6,15,1,2,1,Yes,After 1 Month,Family,74752,37376
Poolgate,1 BHK,412,Fully Furnished,6,10,1,1,1,1,Yes,Immediate,Family,36700,18350
Poolgate,2 BHK,768,Semi-Furnished,8,15,8,1,2,2,Yes,Immediate,Bachelor,58890,29445
Poolgate,3 BHK,1119,Unfurnished,2,8,1,2,2,1,Yes,Immediate,Family,163881,54627
Poolgate,1 BHK,511,Semi-Furnished,1,4,11,0,1,1,Yes,After 1 Month,Family,68025,22675
Poolgate,1 BHK,448,Fully Furnished,8,8,17,0,1,1,No,Not Sure,Family,61491,20497
Poolgate,2 BHK,732,Unfurnished,2,4,11,1,2,2,Yes,After 1 Month,Family,61020,30510
Poolgate,1 BHK,391,Fully Furnished,6,6,20,0,1,1,Yes,Immediate,Both,20616,20616
Poolgate,3 BHK,1041,Semi-Furnished,3,3,18,1,3,1,No,After 1 Month,Family,173691,57897
Poolgate,2 BHK,735,Fully Furnished,1,3,2,1,1,1,No,Not Sure,Family,84112,42056
Poolgate,1 BHK,383,Fully Furnished,4,5,14,0,1,1,Yes,Not Sure,Family,39780,13260
Poolgate,3 BHK,1342,Semi-Furnished,3,10,13,2,3,1,Yes,After 1 Month,Family,45520,45520
Poolgate,1 BHK,463,Fully Furnished,0,4,13,0,1,1,Yes,Immediate,Family,13334,13334
Poolgate,1 BHK,297,Semi-Furnished,0,5,23,0,1,1,Yes,Immediate,Family,24202,12101
Poolgate,2 BHK,886,Unfurnished,1,5,9,0,2,1,No,Not Sure,Bachelor,75686,37843
Poolgate,3 BHK,1238,Unfurnished,3,6,22,1,3,2,Yes,Immediate,Family,124544,62272
Poolgate,3 BHK,1192,Unfurnished,5,15,11,2,2,1,No,Immediate,Bachelor,139728,46576
Poolgate,1 BHK,458,Semi-Furnished,1,6,11,0,1,1,Yes,Immediate,Family,23220,11610
Poolgate,1 BHK,416,Fully Furnished,1,5,2,0,1,2,Yes,Immediate,Family,40200,20100
Poolgate,2 BHK,951,Semi-Furnished,2,5,15,1,1,1,Yes,Immediate,Bachelor,92546,46273
Poolgate,1 BHK,442,Semi-Furnished,1,8,13,0,1,1,Yes,Immediate,Both,27282,13641
Poolgate,1 BHK,376,Unfurnished,0,3,15,1,1,1,No,Not Sure,Both,10800,10800
Poolgate,1 BHK,274,Fully Furnished,2,5,16,0,1,1,Yes,Immediate,Family,42900,14300
Poolgate,1 BHK,423,Semi-Furnished,4,5,13,0,1,1,Yes,After 2 Months,Bachelor,29976,14988
Poolgate,2 BHK,858,Semi-Furnished,2,3,10,1,2,1,No,Immediate,Both,115689,38563
Poolgate,3 BHK,1276,Semi-Furnished,0,5,5,1,3,1,Yes,After 2 Months,Both,87404,43702
Poolgate,3 BHK,1237,Unfurnished,11,12,14,1,3,1,Yes,Immediate,Both,142088,71044
Poolgate,2 BHK,699,Semi-Furnished,5,5,9,1,1,1,Yes,Immediate,Bachelor,58580,29290
Poolgate,1 BHK,306,Unfurnished,3,10,13,0,1,1,Yes,Immediate,Family,35025,11675
Poolgate,1 BHK,476,Fully Furnished,5,8,14,0,1,1,Yes,Immediate,Family,43062,14354
Poolgate,1 BHK,389,Semi-Furnished,3,5,6,0,1,2,Yes,Immediate,Bachelor,28240,14120
Poolgate,2 BHK,752,Semi-Furnished,6,10,2,0,2,1,Yes,After 1 Month,Bachelor,41788,20894
Poolgate,1 BHK,316,Semi-Furnished,9,10,7,0,1,1,No,Not Sure,Bachelor,14999,14999
Poolgate,1 BHK,379,Semi-Furnished,8,8,1,0,1,1,Yes,Not Sure,Both,29638,14819
Poolgate,2 BHK,856,Fully Furnished,3,5,9,1,2,0,Yes,Immediate,Both,114380,57190
Poolgate,1 BHK,512,Fully Furnished,5,8,20,0,1,1,Yes,Immediate,Family,25223,25223
Poolgate,1 BHK,405,Unfurnished,4,10,25,0,1,1,Yes,Immediate,Family,49500,16500
Poolgate,2 BHK,710,Semi-Furnished,6,12,0,2,2,2,No,Immediate,Family,64054,32027
Poolgate,1 BHK,361,Semi-Furnished,2,10,4,0,1,2,Yes,After 1 Month,Family,29850,14925
Poolgate,3 BHK,1542,Unfurnished,4,4,23,1,3,2,Yes,Immediate,Family,135022,67511
Poolgate,1 BHK,419,Unfurnished,4,8,14,0,1,1,Yes,After 2 Months,Family,10910,10910
Poolgate,2 BHK,605,Semi-Furnished,2,5,3,2,2,2,Yes,Immediate,Both,67230,22410
Poolgate,3 BHK,1054,Semi-Furnished,10,12,4,2,3,1,Yes,Not Sure,Family,197085,65695
Poolgate,2 BHK,886,Unfurnished,3,3,21,1,2,1,No,Immediate,Both,77700,38850
Poolgate,2 BHK,877,Unfurnished,0,6,18,1,2,0,Yes,Immediate,Family,43713,43713
Poolgate,2 BHK,836,Semi-Furnished,3,12,12,1,2,1,Yes,Not Sure,Both,36396,36396
Poolgate,2 BHK,867,Unfurnished,0,8,16,1,2,1,Yes,Not Sure,Family,95790,47895
Poolgate,3 BHK,789,Semi-Furnished,0,5,10,2,3,1,Yes,After 1 Month,Bachelor,99702,49851
Poolgate,3 BHK,1339,Fully Furnished,13,15,14,2,2,1,Yes,Not Sure,Bachelor,89813,89813
Poolgate,1 BHK,369,Semi-Furnished,2,3,18,1,1,1,No,Immediate,Family,12427,12427
Poolgate,2 BHK,682,Unfurnished,6,15,8,0,1,1,Yes,Immediate,Bachelor,33942,33942
Poolgate,2 BHK,782,Fully Furnished,0,5,16,1,2,1,Yes,Immediate,Bachelor,66720,33360
Poolgate,2 BHK,921,Semi-Furnished,0,3,13,2,2,2,No,Immediate,Family,49940,49940
Poolgate,1 BHK,438,Unfurnished,1,3,9,1,1,2,No,After 1 Month,Bachelor,25502,12751
Poolgate,2 BHK,870,Fully Furnished,0,4,17,1,2,1,Yes,After 1 Month,Family,103878,51939
Poolgate,3 BHK,698,Fully Furnished,3,15,3,2,2,2,Yes,Not Sure,Family,108920,54460
Poolgate,3 BHK,803,Semi-Furnished,3,5,20,2,3,1,Yes,Immediate,Family,91221,30407
Poolgate,3 BHK,1318,Unfurnished,2,12,7,1,2,2,Yes,Immediate,Family,160638,80319
Poolgate,3 BHK,1377,Unfurnished,5,10,27,1,3,1,No,Immediate,Family,98908,49454
Poolgate,2 BHK,1024,Semi-Furnished,2,15,11,1,2,2,Yes,Immediate,Family,131301,43767
Poolgate,1 BHK,521,Fully Furnished,5,5,17,0,1,0,Yes,Not Sure,Family,47808,23904
Poolgate,1 BHK,446,Unfurnished,1,6,8,0,1,1,Yes,Immediate,Both,20944,10472
Poolgate,1 BHK,271,Semi-Furnished,8,10,6,0,1,1,No,Immediate,Bachelor,25158,12579
Poolgate,1 BHK,444,Semi-Furnished,3,12,8,1,1,1,Yes,Immediate,Family,20524,20524
Poolgate,2 BHK,751,Fully Furnished,6,12,22,1,2,2,Yes,Immediate,Family,47242,23621
Poolgate,2 BHK,735,Unfurnished,2,8,1,1,2,1,Yes,After 2 Months,Family,66632,33316
Poolgate,1 BHK,525,Unfurnished,0,3,0,0,1,0,No,Immediate,Bachelor,54657,18219
Poolgate,2 BHK,1071,Semi-Furnished,0,4,19,0,2,1,No,After 2 Months,Family,101450,50725
Poolgate,1 BHK,395,Semi-Furnished,0,15,10,0,1,1,Yes,Immediate,Family,38224,19112
Poolgate,2 BHK,761,Semi-Furnished,0,6,13,0,2,1,Yes,After 1 Month,Bachelor,121956,40652
Poolgate,1 BHK,364,Fully Furnished,2,6,20,1,1,1,Yes,After 1 Month,Family,19996,19996
Poolgate,2 BHK,767,Semi-Furnished,2,8,8,0,2,1,Yes,Immediate,Both,24964,24964
Poolgate,2 BHK,910,Semi-Furnished,2,4,30,1,1,1,Yes,Immediate,Family,74852,37426
Poolgate,2 BHK,918,Fully Furnished,1,4,6,1,2,1,No,Not Sure,Bachelor,146232,48744
Poolgate,1 BHK,392,Semi-Furnished,2,4,8,0,1,1,Yes,Immediate,Family,60144,20048
Poolgate,1 BHK,502,Unfurnished,4,6,8,0,1,2,Yes,After 1 Month,Family,46684,23342
Poolgate,2 BHK,928,Semi-Furnished,3,15,16,1,2,1,Yes,Immediate,Family,25316,25316
Poolgate,2 BHK,810,Semi-Furnished,4,15,15,1,2,1,Yes,Immediate,Bachelor,28779,28779
Poolgate,2 BHK,974,Unfurnished,4,4,12,1,1,1,Yes,Immediate,Family,33530,33530
Poolgate,1 BHK,350,Unfurnished,3,5,1,0,1,1,Yes,Immediate,Family,24912,12456
Poolgate,2 BHK,655,Fully Furnished,2,5,5,0,2,2,Yes,Immediate,Family,83682,41841
Poolgate,1 BHK,408,Semi-Furnished,3,4,0,0,1,1,No,Not Sure,Bachelor,38830,19415
Poolgate,2 BHK,737,Semi-Furnished,9,10,2,1,1,1,Yes,After 1 Month,Bachelor,79264,39632
Poolgate,2 BHK,711,Fully Furnished,0,8,10,1,2,2,Yes,After 1 Month,Bachelor,46662,23331
Poolgate,1 BHK,449,Unfurnished,3,12,4,0,1,1,Yes,Immediate,Bachelor,28056,14028
Poolgate,1 BHK,382,Semi-Furnished,0,3,1,1,1,1,No,Immediate,Bachelor,13957,13957
Poolgate,3 BHK,1295,Fully Furnished,12,12,17,1,2,0,Yes,Not Sure,Bachelor,180436,90218
Poolgate,3 BHK,876,Fully Furnished,3,5,5,2,2,1,Yes,Immediate,Both,94376,47188
Poolgate,1 BHK,357,Fully Furnished,4,8,3,0,1,1,Yes,Immediate,Both,44517,14839
Poolgate,1 BHK,338,Semi-Furnished,15,15,12,0,1,2,Yes,After 1 Month,Both,17392,8696
Poolgate,2 BHK,851,Fully Furnished,10,12,24,0,1,1,Yes,After 2 Months,Family,97480,48740
Poolgate,2 BHK,900,Semi-Furnished,3,8,4,1,2,1,Yes,After 2 Months,Family,47482,23741
Poolgate,2 BHK,661,Unfurnished,2,10,0,2,1,1,Yes,Not Sure,Both,70660,35330
Poolgate,2 BHK,702,Unfurnished,6,8,2,1,2,1,Yes,Not Sure,Family,64800,32400
Poolgate,1 BHK,446,Semi-Furnished,8,10,10,0,1,1,Yes,Immediate,Bachelor,33796,16898
Poolgate,1 BHK,447,Semi-Furnished,3,10,11,1,1,0,Yes,Immediate,Family,30734,15367
Poolgate,1 BHK,522,Semi-Furnished,0,6,28,0,1,1,Yes,Not Sure,Family,22112,11056
Prabhat Road,2 BHK,759,Semi-Furnished,10,10,8,0,1,1,Yes,Immediate,Both,55474,27737
Prabhat Road,1 BHK,398,Semi-Furnished,6,6,20,0,1,1,Yes,Immediate,Bachelor,10486,10486
Prabhat Road,1 BHK,490,Fully Furnished,2,12,3,1,1,1,Yes,Immediate,Family,40162,20081
Prabhat Road,2 BHK,766,Semi-Furnished,0,6,6,1,2,0,Yes,Immediate,Family,123891,41297
Prabhat Road,2 BHK,923,Semi-Furnished,4,10,7,0,2,0,Yes,After 2 Months,Family,47605,47605
Prabhat Road,3 BHK,757,Unfurnished,0,12,11,1,2,1,Yes,Immediate,Family,114648,38216
Prabhat Road,2 BHK,610,Fully Furnished,6,8,17,1,2,1,Yes,Not Sure,Bachelor,38072,19036
Prabhat Road,1 BHK,489,Semi-Furnished,0,4,6,0,1,1,Yes,Immediate,Family,26816,13408
Prabhat Road,2 BHK,649,Fully Furnished,4,10,17,1,1,1,Yes,Immediate,Family,25788,25788
Prabhat Road,2 BHK,663,Fully Furnished,2,4,5,1,2,1,Yes,Not Sure,Both,46423,46423
Prabhat Road,2 BHK,779,Semi-Furnished,0,4,20,0,2,0,Yes,Not Sure,Family,80012,40006
Prabhat Road,2 BHK,799,Unfurnished,1,3,8,1,2,0,No,Immediate,Family,31025,31025
Prabhat Road,1 BHK,325,Unfurnished,4,10,23,0,1,1,Yes,After 2 Months,Family,28312,14156
Prabhat Road,1 BHK,474,Semi-Furnished,1,15,7,0,1,1,Yes,After 1 Month,Both,21888,10944
Prabhat Road,2 BHK,733,Semi-Furnished,0,4,7,1,2,1,No,After 1 Month,Family,59092,29546
Prabhat Road,2 BHK,732,Unfurnished,2,15,10,1,2,1,Yes,Not Sure,Bachelor,107664,35888
Prabhat Road,1 BHK,425,Fully Furnished,0,12,18,0,1,1,Yes,Not Sure,Family,24744,12372
Prabhat Road,1 BHK,483,Unfurnished,2,15,12,0,1,1,Yes,Immediate,Family,12103,12103
Prabhat Road,2 BHK,540,Unfurnished,6,10,13,0,2,1,No,Immediate,Family,37770,18885
Prabhat Road,2 BHK,907,Semi-Furnished,5,10,11,0,2,1,Yes,Not Sure,Family,85574,42787
Prabhat Road,2 BHK,832,Unfurnished,2,4,12,2,2,1,Yes,Not Sure,Bachelor,60996,30498
Prabhat Road,3 BHK,1080,Semi-Furnished,10,10,14,1,2,0,Yes,Immediate,Family,100401,33467
Prabhat Road,1 BHK,332,Semi-Furnished,2,4,12,0,1,1,Yes,Immediate,Bachelor,30765,10255
Prabhat Road,2 BHK,872,Fully Furnished,4,12,9,1,2,1,Yes,After 1 Month,Family,105014,52507
Prabhat Road,1 BHK,476,Semi-Furnished,1,5,10,0,1,1,Yes,Immediate,Family,54045,18015
Prabhat Road,1 BHK,422,Semi-Furnished,2,3,6,0,1,1,No,Immediate,Bachelor,34428,17214
Prabhat Road,2 BHK,900,Unfurnished,0,5,4,1,2,1,Yes,Not Sure,Family,40454,40454
Prabhat Road,1 BHK,490,Semi-Furnished,8,12,5,0,1,1,Yes,After 2 Months,Family,49038,16346
Prabhat Road,2 BHK,730,Unfurnished,0,6,17,1,2,1,Yes,Immediate,Bachelor,79806,39903
Prabhat Road,2 BHK,1078,Semi-Furnished,7,12,13,0,1,1,Yes,Not Sure,Both,115940,57970
Prabhat Road,1 BHK,409,Fully Furnished,1,8,5,0,1,0,Yes,Immediate,Family,26662,13331
Prabhat Road,3 BHK,1484,Semi-Furnished,3,4,10,1,2,1,Yes,After 1 Month,Family,187874,93937
Prabhat Road,1 BHK,396,Fully Furnished,3,4,11,1,1,1,Yes,Immediate,Family,31052,15526
Prabhat Road,2 BHK,954,Semi-Furnished,11,12,4,1,2,0,Yes,Immediate,Family,134106,44702
Prabhat Road,1 BHK,513,Semi-Furnished,5,6,5,1,1,1,Yes,Immediate,Bachelor,22440,22440
Prabhat Road,1 BHK,369,Fully Furnished,4,10,22,0,1,1,Yes,Immediate,Family,22632,11316
Prabhat Road,2 BHK,845,Unfurnished,6,6,8,0,2,1,Yes,Immediate,Family,49676,24838
Prabhat Road,2 BHK,687,Semi-Furnished,0,4,8,0,2,1,Yes,Immediate,Family,48132,24066
Prabhat Road,2 BHK,765,Semi-Furnished,1,4,1,1,2,1,Yes,Not Sure,Both,67472,33736
Prabhat Road,2 BHK,664,Fully Furnished,3,6,10,0,1,0,Yes,Not Sure,Bachelor,38699,38699
Prabhat Road,1 BHK,353,Semi-Furnished,1,6,8,1,1,1,Yes,Not Sure,Bachelor,14684,14684
Prabhat Road,2 BHK,941,Semi-Furnished,1,5,1,2,2,1,Yes,Not Sure,Family,87150,43575
Prabhat Road,1 BHK,509,Fully Furnished,5,10,17,0,1,1,Yes,Not Sure,Family,55066,27533
Prabhat Road,1 BHK,435,Semi-Furnished,3,6,22,0,1,1,Yes,Not Sure,Family,19228,9614
Prabhat Road,2 BHK,835,Unfurnished,9,12,26,1,2,1,Yes,Immediate,Family,58776,29388
Prabhat Road,2 BHK,1075,Semi-Furnished,12,12,3,1,2,2,Yes,Immediate,Family,105978,52989
Prabhat Road,3 BHK,732,Semi-Furnished,0,6,30,1,3,1,Yes,Immediate,Family,120672,40224
Prabhat Road,2 BHK,922,Unfurnished,4,6,8,1,2,1,Yes,Immediate,Both,38926,38926
Prabhat Road,1 BHK,444,Semi-Furnished,12,15,2,0,1,1,Yes,After 1 Month,Family,12876,12876
Prabhat Road,1 BHK,316,Semi-Furnished,1,5,11,0,1,1,Yes,After 2 Months,Bachelor,8176,8176
Prabhat Road,1 BHK,423,Fully Furnished,6,6,4,1,1,2,Yes,Not Sure,Bachelor,22066,22066
Prabhat Road,1 BHK,304,Semi-Furnished,3,5,14,0,1,1,Yes,Immediate,Family,20968,10484
Prabhat Road,2 BHK,778,Semi-Furnished,4,6,0,1,2,2,No,Immediate,Family,30453,30453
Prabhat Road,1 BHK,330,Semi-Furnished,3,4,3,0,1,1,No,Not Sure,Family,47556,15852
Prabhat Road,2 BHK,661,Semi-Furnished,4,5,2,0,2,1,Yes,Immediate,Family,44478,22239
Prabhat Road,1 BHK,461,Fully Furnished,10,12,17,0,1,1,Yes,Immediate,Bachelor,38802,12934
